1000002021 93
1000023277 99
1000019504 86
1000000437 62
1000006016 13
1000007416 41
1000027320 83
1000031682 25
1000003435 78
1000009079 37
1000014906 21
1000032452 75
1000025949 24
1000030933 11
1000020863 5
1000022729 53
1000026319 55
1000029027 91
1000000084 28
1000030978 26
1000009088 65
1000007635 19
1000022025 69
1000010821 54
1000001524 41
1000019901 80
1000014323 4
1000023948 15
1000028656 10
1000008734 47
1000002026 81
1000001139 32
1000026880 38
1000012243 77
1000023243 74
1000031678 60
1000023793 47
1000012835 15
1000016119 67
1000001490 16
1000027223 1
1000019762 65
1000004819 32
1000021815 27
1000016648 34
1000024719 83
1000027462 0
1000010012 78
1000004255 13
1000027047 34
1000002622 56
1000028115 47
1000001787 50
1000030287 41
1000025900 26
1000002896 78
1000024253 77
1000010047 95
1000015235 85
1000007086 76
1000032205 99
1000017041 30
1000015676 49
1000020395 64
1000009173 89
1000022086 87
1000016725 68
1000022311 88
1000010436 41
1000027329 96
1000003149 100
1000023465 69
1000019277 22
1000017738 71
1000009898 42
1000002778 94
1000003942 97
1000014989 39
1000017268 3
1000012552 94
1000011466 53
1000004376 49
1000014007 90
1000025508 49
1000003447 73
1000029664 31
1000031749 11
1000015300 49
1000023600 59
1000029885 77
1000019697 67
1000008354 86
1000008956 90
1000007913 59
1000018325 66
1000008731 82
1000031141 30
1000006533 97
1000009485 30
1000025393 14
